image_id,filename,category_id,category_folder,image_type,is_ai,label_size_pct,label_position,label_type,source_url,ai_tool,feed_caption,feed_source_tag
cat01_015,cat01_ai_1pct_topleft.jpg,cat01,cat01_avengers,ai_labeled,True,1.0,topleft,text,none,ideogram.ai,Marvel's Avengers cast and crew gather at the New York Stock Exchange for the film's official launch event. The film went on to gross over $1.5 billion worldwide.,@Marvel
cat01_016,cat01_ai_1pct_topright.jpg,cat01,cat01_avengers,ai_labeled,True,1.0,topright,text,none,ideogram.ai,Marvel's Avengers cast and crew gather at the New York Stock Exchange for the film's official launch event. The film went on to gross over $1.5 billion worldwide.,@Marvel
cat01_017,cat01_ai_1pct_bottomleft.jpg,cat01,cat01_avengers,ai_labeled,True,1.0,bottomleft,text,none,ideogram.ai,Marvel's Avengers cast and crew gather at the New York Stock Exchange for the film's official launch event. The film went on to gross over $1.5 billion worldwide.,@Marvel
cat01_018,cat01_ai_1pct_bottomright.jpg,cat01,cat01_avengers,ai_labeled,True,1.0,bottomright,text,none,ideogram.ai,Marvel's Avengers cast and crew gather at the New York Stock Exchange for the film's official launch event. The film went on to gross over $1.5 billion worldwide.,@Marvel
cat01_019,cat01_ai_1.5pct_topleft.jpg,cat01,cat01_avengers,ai_labeled,True,1.5,topleft,text,none,ideogram.ai,Marvel's Avengers cast and crew gather at the New York Stock Exchange for the film's official launch event. The film went on to gross over $1.5 billion worldwide.,@Marvel
cat01_020,cat01_ai_1.5pct_topright.jpg,cat01,cat01_avengers,ai_labeled,True,1.5,topright,text,none,ideogram.ai,Marvel's Avengers cast and crew gather at the New York Stock Exchange for the film's official launch event. The film went on to gross over $1.5 billion worldwide.,@Marvel
cat01_021,cat01_ai_1.5pct_bottomleft.jpg,cat01,cat01_avengers,ai_labeled,True,1.5,bottomleft,text,none,ideogram.ai,Marvel's Avengers cast and crew gather at the New York Stock Exchange for the film's official launch event. The film went on to gross over $1.5 billion worldwide.,@Marvel
cat01_022,cat01_ai_1.5pct_bottomright.jpg,cat01,cat01_avengers,ai_labeled,True,1.5,bottomright,text,none,ideogram.ai,Marvel's Avengers cast and crew gather at the New York Stock Exchange for the film's official launch event. The film went on to gross over $1.5 billion worldwide.,@Marvel
cat02_001,cat02_real.jpg,cat02,cat02_chakde,real,False,0,none,none,https://www.yashrajfilms.com/movies/chak-de-india,ideogram.ai,"The Indian women's hockey team stands together before an important match, holding hockey sticks and looking determined. Promotional still from Chak De! India, Yash Raj Films, 2007.",@YashRajFilms
cat02_002,cat02_ai_nolabel.jpg,cat02,cat02_chakde,ai,True,0,none,none,none,ideogram.ai,"The Indian women's hockey team stands together before an important match, holding hockey sticks and looking determined. Promotional still from Chak De! India, Yash Raj Films, 2007.",@YashRajFilms
cat02_003,cat02_ai_0.1pct_topleft.jpg,cat02,cat02_chakde,ai_labeled,True,0.1,topleft,text,none,ideogram.ai,"The Indian women's hockey team stands together before an important match, holding hockey sticks and looking determined. Promotional still from Chak De! India, Yash Raj Films, 2007.",@YashRajFilms
cat02_004,cat02_ai_0.1pct_topright.jpg,cat02,cat02_chakde,ai_labeled,True,0.1,topright,text,none,ideogram.ai,"The Indian women's hockey team stands together before an important match, holding hockey sticks and looking determined. Promotional still from Chak De! India, Yash Raj Films, 2007.",@YashRajFilms
cat02_005,cat02_ai_0.1pct_bottomleft.jpg,cat02,cat02_chakde,ai_labeled,True,0.1,bottomleft,text,none,ideogram.ai,"The Indian women's hockey team stands together before an important match, holding hockey sticks and looking determined. Promotional still from Chak De! India, Yash Raj Films, 2007.",@YashRajFilms
cat02_006,cat02_ai_0.1pct_bottomright.jpg,cat02,cat02_chakde,ai_labeled,True,0.1,bottomright,text,none,ideogram.ai,"The Indian women's hockey team stands together before an important match, holding hockey sticks and looking determined. Promotional still from Chak De! India, Yash Raj Films, 2007.",@YashRajFilms
cat02_007,cat02_ai_0.25pct_topleft.jpg,cat02,cat02_chakde,ai_labeled,True,0.25,topleft,text,none,ideogram.ai,"The Indian women's hockey team stands together before an important match, holding hockey sticks and looking determined. Promotional still from Chak De! India, Yash Raj Films, 2007.",@YashRajFilms
cat02_008,cat02_ai_0.25pct_topright.jpg,cat02,cat02_chakde,ai_labeled,True,0.25,topright,text,none,ideogram.ai,"The Indian women's hockey team stands together before an important match, holding hockey sticks and looking determined. Promotional still from Chak De! India, Yash Raj Films, 2007.",@YashRajFilms
cat02_009,cat02_ai_0.25pct_bottomleft.jpg,cat02,cat02_chakde,ai_labeled,True,0.25,bottomleft,text,none,ideogram.ai,"The Indian women's hockey team stands together before an important match, holding hockey sticks and looking determined. Promotional still from Chak De! India, Yash Raj Films, 2007.",@YashRajFilms
cat02_010,cat02_ai_0.25pct_bottomright.jpg,cat02,cat02_chakde,ai_labeled,True,0.25,bottomright,text,none,ideogram.ai,"The Indian women's hockey team stands together before an important match, holding hockey sticks and looking determined. Promotional still from Chak De! India, Yash Raj Films, 2007.",@YashRajFilms
cat02_011,cat02_ai_0.5pct_topleft.jpg,cat02,cat02_chakde,ai_labeled,True,0.5,topleft,text,none,ideogram.ai,"The Indian women's hockey team stands together before an important match, holding hockey sticks and looking determined. Promotional still from Chak De! India, Yash Raj Films, 2007.",@YashRajFilms
cat02_012,cat02_ai_0.5pct_topright.jpg,cat02,cat02_chakde,ai_labeled,True,0.5,topright,text,none,ideogram.ai,"The Indian women's hockey team stands together before an important match, holding hockey sticks and looking determined. Promotional still from Chak De! India, Yash Raj Films, 2007.",@YashRajFilms
cat02_013,cat02_ai_0.5pct_bottomleft.jpg,cat02,cat02_chakde,ai_labeled,True,0.5,bottomleft,text,none,ideogram.ai,"The Indian women's hockey team stands together before an important match, holding hockey sticks and looking determined. Promotional still from Chak De! India, Yash Raj Films, 2007.",@YashRajFilms
cat02_014,cat02_ai_0.5pct_bottomright.jpg,cat02,cat02_chakde,ai_labeled,True,0.5,bottomright,text,none,ideogram.ai,"The Indian women's hockey team stands together before an important match, holding hockey sticks and looking determined. Promotional still from Chak De! India, Yash Raj Films, 2007.",@YashRajFilms
cat02_015,cat02_ai_1pct_topleft.jpg,cat02,cat02_chakde,ai_labeled,True,1.0,topleft,text,none,ideogram.ai,"The Indian women's hockey team stands together before an important match, holding hockey sticks and looking determined. Promotional still from Chak De! India, Yash Raj Films, 2007.",@YashRajFilms
cat02_016,cat02_ai_1pct_topright.jpg,cat02,cat02_chakde,ai_labeled,True,1.0,topright,text,none,ideogram.ai,"The Indian women's hockey team stands together before an important match, holding hockey sticks and looking determined. Promotional still from Chak De! India, Yash Raj Films, 2007.",@YashRajFilms
cat02_017,cat02_ai_1pct_bottomleft.jpg,cat02,cat02_chakde,ai_labeled,True,1.0,bottomleft,text,none,ideogram.ai,"The Indian women's hockey team stands together before an important match, holding hockey sticks and looking determined. Promotional still from Chak De! India, Yash Raj Films, 2007.",@YashRajFilms
cat02_018,cat02_ai_1pct_bottomright.jpg,cat02,cat02_chakde,ai_labeled,True,1.0,bottomright,text,none,ideogram.ai,"The Indian women's hockey team stands together before an important match, holding hockey sticks and looking determined. Promotional still from Chak De! India, Yash Raj Films, 2007.",@YashRajFilms
cat02_019,cat02_ai_1.5pct_topleft.jpg,cat02,cat02_chakde,ai_labeled,True,1.5,topleft,text,none,ideogram.ai,"The Indian women's hockey team stands together before an important match, holding hockey sticks and looking determined. Promotional still from Chak De! India, Yash Raj Films, 2007.",@YashRajFilms
cat02_020,cat02_ai_1.5pct_topright.jpg,cat02,cat02_chakde,ai_labeled,True,1.5,topright,text,none,ideogram.ai,"The Indian women's hockey team stands together before an important match, holding hockey sticks and looking determined. Promotional still from Chak De! India, Yash Raj Films, 2007.",@YashRajFilms
cat02_021,cat02_ai_1.5pct_bottomleft.jpg,cat02,cat02_chakde,ai_labeled,True,1.5,bottomleft,text,none,ideogram.ai,"The Indian women's hockey team stands together before an important match, holding hockey sticks and looking determined. Promotional still from Chak De! India, Yash Raj Films, 2007.",@YashRajFilms
cat02_022,cat02_ai_1.5pct_bottomright.jpg,cat02,cat02_chakde,ai_labeled,True,1.5,bottomright,text,none,ideogram.ai,"The Indian women's hockey team stands together before an important match, holding hockey sticks and looking determined. Promotional still from Chak De! India, Yash Raj Films, 2007.",@YashRajFilms
cat03_001,cat03_real.jpg,cat03,cat03_cricket_t20wc,real,False,0,none,none,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-2024-1411166/photo,ideogram.ai,India lifts the ICC Men's T20 World Cup 2024 in Barbados — ending an 11-year wait for an ICC trophy. The team beat South Africa by 7 runs in the final.,@BCCI
cat03_002,cat03_ai_nolabel.jpg,cat03,cat03_cricket_t20wc,ai,True,0,none,none,none,ideogram.ai,India lifts the ICC Men's T20 World Cup 2024 in Barbados — ending an 11-year wait for an ICC trophy. The team beat South Africa by 7 runs in the final.,@BCCI
cat03_003,cat03_ai_0.1pct_topleft.jpg,cat03,cat03_cricket_t20wc,ai_labeled,True,0.1,topleft,text,none,ideogram.ai,India lifts the ICC Men's T20 World Cup 2024 in Barbados — ending an 11-year wait for an ICC trophy. The team beat South Africa by 7 runs in the final.,@BCCI
cat03_004,cat03_ai_0.1pct_topright.jpg,cat03,cat03_cricket_t20wc,ai_labeled,True,0.1,topright,text,none,ideogram.ai,India lifts the ICC Men's T20 World Cup 2024 in Barbados — ending an 11-year wait for an ICC trophy. The team beat South Africa by 7 runs in the final.,@BCCI
cat03_005,cat03_ai_0.1pct_bottomleft.jpg,cat03,cat03_cricket_t20wc,ai_labeled,True,0.1,bottomleft,text,none,ideogram.ai,India lifts the ICC Men's T20 World Cup 2024 in Barbados — ending an 11-year wait for an ICC trophy. The team beat South Africa by 7 runs in the final.,@BCCI
cat03_006,cat03_ai_0.1pct_bottomright.jpg,cat03,cat03_cricket_t20wc,ai_labeled,True,0.1,bottomright,text,none,ideogram.ai,India lifts the ICC Men's T20 World Cup 2024 in Barbados — ending an 11-year wait for an ICC trophy. The team beat South Africa by 7 runs in the final.,@BCCI
cat03_007,cat03_ai_0.25pct_topleft.jpg,cat03,cat03_cricket_t20wc,ai_labeled,True,0.25,topleft,text,none,ideogram.ai,India lifts the ICC Men's T20 World Cup 2024 in Barbados — ending an 11-year wait for an ICC trophy. The team beat South Africa by 7 runs in the final.,@BCCI
cat03_008,cat03_ai_0.25pct_topright.jpg,cat03,cat03_cricket_t20wc,ai_labeled,True,0.25,topright,text,none,ideogram.ai,India lifts the ICC Men's T20 World Cup 2024 in Barbados — ending an 11-year wait for an ICC trophy. The team beat South Africa by 7 runs in the final.,@BCCI
cat03_009,cat03_ai_0.25pct_bottomleft.jpg,cat03,cat03_cricket_t20wc,ai_labeled,True,0.25,bottomleft,text,none,ideogram.ai,India lifts the ICC Men's T20 World Cup 2024 in Barbados — ending an 11-year wait for an ICC trophy. The team beat South Africa by 7 runs in the final.,@BCCI
cat03_010,cat03_ai_0.25pct_bottomright.jpg,cat03,cat03_cricket_t20wc,ai_labeled,True,0.25,bottomright,text,none,ideogram.ai,India lifts the ICC Men's T20 World Cup 2024 in Barbados — ending an 11-year wait for an ICC trophy. The team beat South Africa by 7 runs in the final.,@BCCI
cat03_011,cat03_ai_0.5pct_topleft.jpg,cat03,cat03_cricket_t20wc,ai_labeled,True,0.5,topleft,text,none,ideogram.ai,India lifts the ICC Men's T20 World Cup 2024 in Barbados — ending an 11-year wait for an ICC trophy. The team beat South Africa by 7 runs in the final.,@BCCI
cat03_012,cat03_ai_0.5pct_topright.jpg,cat03,cat03_cricket_t20wc,ai_labeled,True,0.5,topright,text,none,ideogram.ai,India lifts the ICC Men's T20 World Cup 2024 in Barbados — ending an 11-year wait for an ICC trophy. The team beat South Africa by 7 runs in the final.,@BCCI
cat03_013,cat03_ai_0.5pct_bottomleft.jpg,cat03,cat03_cricket_t20wc,ai_labeled,True,0.5,bottomleft,text,none,ideogram.ai,India lifts the ICC Men's T20 World Cup 2024 in Barbados — ending an 11-year wait for an ICC trophy. The team beat South Africa by 7 runs in the final.,@BCCI
cat03_014,cat03_ai_0.5pct_bottomright.jpg,cat03,cat03_cricket_t20wc,ai_labeled,True,0.5,bottomright,text,none,ideogram.ai,India lifts the ICC Men's T20 World Cup 2024 in Barbados — ending an 11-year wait for an ICC trophy. The team beat South Africa by 7 runs in the final.,@BCCI
cat03_015,cat03_ai_1pct_topleft.jpg,cat03,cat03_cricket_t20wc,ai_labeled,True,1.0,topleft,text,none,ideogram.ai,India lifts the ICC Men's T20 World Cup 2024 in Barbados — ending an 11-year wait for an ICC trophy. The team beat South Africa by 7 runs in the final.,@BCCI
cat03_016,cat03_ai_1pct_topright.jpg,cat03,cat03_cricket_t20wc,ai_labeled,True,1.0,topright,text,none,ideogram.ai,India lifts the ICC Men's T20 World Cup 2024 in Barbados — ending an 11-year wait for an ICC trophy. The team beat South Africa by 7 runs in the final.,@BCCI
cat03_017,cat03_ai_1pct_bottomleft.jpg,cat03,cat03_cricket_t20wc,ai_labeled,True,1.0,bottomleft,text,none,ideogram.ai,India lifts the ICC Men's T20 World Cup 2024 in Barbados — ending an 11-year wait for an ICC trophy. The team beat South Africa by 7 runs in the final.,@BCCI
cat03_018,cat03_ai_1pct_bottomright.jpg,cat03,cat03_cricket_t20wc,ai_labeled,True,1.0,bottomright,text,none,ideogram.ai,India lifts the ICC Men's T20 World Cup 2024 in Barbados — ending an 11-year wait for an ICC trophy. The team beat South Africa by 7 runs in the final.,@BCCI
cat03_019,cat03_ai_1.5pct_topleft.jpg,cat03,cat03_cricket_t20wc,ai_labeled,True,1.5,topleft,text,none,ideogram.ai,India lifts the ICC Men's T20 World Cup 2024 in Barbados — ending an 11-year wait for an ICC trophy. The team beat South Africa by 7 runs in the final.,@BCCI
cat03_020,cat03_ai_1.5pct_topright.jpg,cat03,cat03_cricket_t20wc,ai_labeled,True,1.5,topright,text,none,ideogram.ai,India lifts the ICC Men's T20 World Cup 2024 in Barbados — ending an 11-year wait for an ICC trophy. The team beat South Africa by 7 runs in the final.,@BCCI
cat03_021,cat03_ai_1.5pct_bottomleft.jpg,cat03,cat03_cricket_t20wc,ai_labeled,True,1.5,bottomleft,text,none,ideogram.ai,India lifts the ICC Men's T20 World Cup 2024 in Barbados — ending an 11-year wait for an ICC trophy. The team beat South Africa by 7 runs in the final.,@BCCI
cat03_022,cat03_ai_1.5pct_bottomright.jpg,cat03,cat03_cricket_t20wc,ai_labeled,True,1.5,bottomright,text,none,ideogram.ai,India lifts the ICC Men's T20 World Cup 2024 in Barbados — ending an 11-year wait for an ICC trophy. The team beat South Africa by 7 runs in the final.,@BCCI
cat04_001,cat04_real.jpg,cat04,cat04_f1_mclaren,real,False,0,none,none,https://www.gettyimages.in/photos/lando-norris-mclaren-celebration,ideogram.ai,Lando Norris and the McLaren team celebrate after a stunning race victory. The 2024 season saw McLaren return to the top of Formula 1 after years of rebuilding.,@McLarenF1
cat04_002,cat04_ai_nolabel.jpg,cat04,cat04_f1_mclaren,ai,True,0,none,none,none,ideogram.ai,Lando Norris and the McLaren team celebrate after a stunning race victory. The 2024 season saw McLaren return to the top of Formula 1 after years of rebuilding.,@McLarenF1
cat04_003,cat04_ai_0.1pct_topleft.jpg,cat04,cat04_f1_mclaren,ai_labeled,True,0.1,topleft,text,none,ideogram.ai,Lando Norris and the McLaren team celebrate after a stunning race victory. The 2024 season saw McLaren return to the top of Formula 1 after years of rebuilding.,@McLarenF1
cat04_004,cat04_ai_0.1pct_topright.jpg,cat04,cat04_f1_mclaren,ai_labeled,True,0.1,topright,text,none,ideogram.ai,Lando Norris and the McLaren team celebrate after a stunning race victory. The 2024 season saw McLaren return to the top of Formula 1 after years of rebuilding.,@McLarenF1
cat04_005,cat04_ai_0.1pct_bottomleft.jpg,cat04,cat04_f1_mclaren,ai_labeled,True,0.1,bottomleft,text,none,ideogram.ai,Lando Norris and the McLaren team celebrate after a stunning race victory. The 2024 season saw McLaren return to the top of Formula 1 after years of rebuilding.,@McLarenF1
cat04_006,cat04_ai_0.1pct_bottomright.jpg,cat04,cat04_f1_mclaren,ai_labeled,True,0.1,bottomright,text,none,ideogram.ai,Lando Norris and the McLaren team celebrate after a stunning race victory. The 2024 season saw McLaren return to the top of Formula 1 after years of rebuilding.,@McLarenF1
cat04_007,cat04_ai_0.25pct_topleft.jpg,cat04,cat04_f1_mclaren,ai_labeled,True,0.25,topleft,text,none,ideogram.ai,Lando Norris and the McLaren team celebrate after a stunning race victory. The 2024 season saw McLaren return to the top of Formula 1 after years of rebuilding.,@McLarenF1
cat04_008,cat04_ai_0.25pct_topright.jpg,cat04,cat04_f1_mclaren,ai_labeled,True,0.25,topright,text,none,ideogram.ai,Lando Norris and the McLaren team celebrate after a stunning race victory. The 2024 season saw McLaren return to the top of Formula 1 after years of rebuilding.,@McLarenF1
cat04_009,cat04_ai_0.25pct_bottomleft.jpg,cat04,cat04_f1_mclaren,ai_labeled,True,0.25,bottomleft,text,none,ideogram.ai,Lando Norris and the McLaren team celebrate after a stunning race victory. The 2024 season saw McLaren return to the top of Formula 1 after years of rebuilding.,@McLarenF1
cat04_010,cat04_ai_0.25pct_bottomright.jpg,cat04,cat04_f1_mclaren,ai_labeled,True,0.25,bottomright,text,none,ideogram.ai,Lando Norris and the McLaren team celebrate after a stunning race victory. The 2024 season saw McLaren return to the top of Formula 1 after years of rebuilding.,@McLarenF1
cat04_011,cat04_ai_0.5pct_topleft.jpg,cat04,cat04_f1_mclaren,ai_labeled,True,0.5,topleft,text,none,ideogram.ai,Lando Norris and the McLaren team celebrate after a stunning race victory. The 2024 season saw McLaren return to the top of Formula 1 after years of rebuilding.,@McLarenF1
cat04_012,cat04_ai_0.5pct_topright.jpg,cat04,cat04_f1_mclaren,ai_labeled,True,0.5,topright,text,none,ideogram.ai,Lando Norris and the McLaren team celebrate after a stunning race victory. The 2024 season saw McLaren return to the top of Formula 1 after years of rebuilding.,@McLarenF1
cat04_013,cat04_ai_0.5pct_bottomleft.jpg,cat04,cat04_f1_mclaren,ai_labeled,True,0.5,bottomleft,text,none,ideogram.ai,Lando Norris and the McLaren team celebrate after a stunning race victory. The 2024 season saw McLaren return to the top of Formula 1 after years of rebuilding.,@McLarenF1
cat04_014,cat04_ai_0.5pct_bottomright.jpg,cat04,cat04_f1_mclaren,ai_labeled,True,0.5,bottomright,text,none,ideogram.ai,Lando Norris and the McLaren team celebrate after a stunning race victory. The 2024 season saw McLaren return to the top of Formula 1 after years of rebuilding.,@McLarenF1
cat04_015,cat04_ai_1pct_topleft.jpg,cat04,cat04_f1_mclaren,ai_labeled,True,1.0,topleft,text,none,ideogram.ai,Lando Norris and the McLaren team celebrate after a stunning race victory. The 2024 season saw McLaren return to the top of Formula 1 after years of rebuilding.,@McLarenF1
cat04_016,cat04_ai_1pct_topright.jpg,cat04,cat04_f1_mclaren,ai_labeled,True,1.0,topright,text,none,ideogram.ai,Lando Norris and the McLaren team celebrate after a stunning race victory. The 2024 season saw McLaren return to the top of Formula 1 after years of rebuilding.,@McLarenF1
cat04_017,cat04_ai_1pct_bottomleft.jpg,cat04,cat04_f1_mclaren,ai_labeled,True,1.0,bottomleft,text,none,ideogram.ai,Lando Norris and the McLaren team celebrate after a stunning race victory. The 2024 season saw McLaren return to the top of Formula 1 after years of rebuilding.,@McLarenF1
cat04_018,cat04_ai_1pct_bottomright.jpg,cat04,cat04_f1_mclaren,ai_labeled,True,1.0,bottomright,text,none,ideogram.ai,Lando Norris and the McLaren team celebrate after a stunning race victory. The 2024 season saw McLaren return to the top of Formula 1 after years of rebuilding.,@McLarenF1
cat04_019,cat04_ai_1.5pct_topleft.jpg,cat04,cat04_f1_mclaren,ai_labeled,True,1.5,topleft,text,none,ideogram.ai,Lando Norris and the McLaren team celebrate after a stunning race victory. The 2024 season saw McLaren return to the top of Formula 1 after years of rebuilding.,@McLarenF1
cat04_020,cat04_ai_1.5pct_topright.jpg,cat04,cat04_f1_mclaren,ai_labeled,True,1.5,topright,text,none,ideogram.ai,Lando Norris and the McLaren team celebrate after a stunning race victory. The 2024 season saw McLaren return to the top of Formula 1 after years of rebuilding.,@McLarenF1
cat04_021,cat04_ai_1.5pct_bottomleft.jpg,cat04,cat04_f1_mclaren,ai_labeled,True,1.5,bottomleft,text,none,ideogram.ai,Lando Norris and the McLaren team celebrate after a stunning race victory. The 2024 season saw McLaren return to the top of Formula 1 after years of rebuilding.,@McLarenF1
cat04_022,cat04_ai_1.5pct_bottomright.jpg,cat04,cat04_f1_mclaren,ai_labeled,True,1.5,bottomright,text,none,ideogram.ai,Lando Norris and the McLaren team celebrate after a stunning race victory. The 2024 season saw McLaren return to the top of Formula 1 after years of rebuilding.,@McLarenF1
cat05_001,cat05_real.jpg,cat05,cat05_znmd,real,False,0,none,none,https://www.imdb.com/title/tt1562872/mediaindex/,ideogram.ai,"Three friends run with the bulls through the streets of Pamplona, Spain. A still from Zindagi Na Milegi Dobara — one of Bollywood's most-loved travel films.",@ExcelEntertainment
cat05_002,cat05_ai_nolabel.jpg,cat05,cat05_znmd,ai,True,0,none,none,none,ideogram.ai,"Three friends run with the bulls through the streets of Pamplona, Spain. A still from Zindagi Na Milegi Dobara — one of Bollywood's most-loved travel films.",@ExcelEntertainment
cat05_003,cat05_ai_0.1pct_topleft.jpg,cat05,cat05_znmd,ai_labeled,True,0.1,topleft,text,none,ideogram.ai,"Three friends run with the bulls through the streets of Pamplona, Spain. A still from Zindagi Na Milegi Dobara — one of Bollywood's most-loved travel films.",@ExcelEntertainment
cat05_004,cat05_ai_0.1pct_topright.jpg,cat05,cat05_znmd,ai_labeled,True,0.1,topright,text,none,ideogram.ai,"Three friends run with the bulls through the streets of Pamplona, Spain. A still from Zindagi Na Milegi Dobara — one of Bollywood's most-loved travel films.",@ExcelEntertainment
cat05_005,cat05_ai_0.1pct_bottomleft.jpg,cat05,cat05_znmd,ai_labeled,True,0.1,bottomleft,text,none,ideogram.ai,"Three friends run with the bulls through the streets of Pamplona, Spain. A still from Zindagi Na Milegi Dobara — one of Bollywood's most-loved travel films.",@ExcelEntertainment
cat05_006,cat05_ai_0.1pct_bottomright.jpg,cat05,cat05_znmd,ai_labeled,True,0.1,bottomright,text,none,ideogram.ai,"Three friends run with the bulls through the streets of Pamplona, Spain. A still from Zindagi Na Milegi Dobara — one of Bollywood's most-loved travel films.",@ExcelEntertainment
cat05_007,cat05_ai_0.25pct_topleft.jpg,cat05,cat05_znmd,ai_labeled,True,0.25,topleft,text,none,ideogram.ai,"Three friends run with the bulls through the streets of Pamplona, Spain. A still from Zindagi Na Milegi Dobara — one of Bollywood's most-loved travel films.",@ExcelEntertainment
cat05_008,cat05_ai_0.25pct_topright.jpg,cat05,cat05_znmd,ai_labeled,True,0.25,topright,text,none,ideogram.ai,"Three friends run with the bulls through the streets of Pamplona, Spain. A still from Zindagi Na Milegi Dobara — one of Bollywood's most-loved travel films.",@ExcelEntertainment
cat05_009,cat05_ai_0.25pct_bottomleft.jpg,cat05,cat05_znmd,ai_labeled,True,0.25,bottomleft,text,none,ideogram.ai,"Three friends run with the bulls through the streets of Pamplona, Spain. A still from Zindagi Na Milegi Dobara — one of Bollywood's most-loved travel films.",@ExcelEntertainment
cat05_010,cat05_ai_0.25pct_bottomright.jpg,cat05,cat05_znmd,ai_labeled,True,0.25,bottomright,text,none,ideogram.ai,"Three friends run with the bulls through the streets of Pamplona, Spain. A still from Zindagi Na Milegi Dobara — one of Bollywood's most-loved travel films.",@ExcelEntertainment
cat05_011,cat05_ai_0.5pct_topleft.jpg,cat05,cat05_znmd,ai_labeled,True,0.5,topleft,text,none,ideogram.ai,"Three friends run with the bulls through the streets of Pamplona, Spain. A still from Zindagi Na Milegi Dobara — one of Bollywood's most-loved travel films.",@ExcelEntertainment
cat05_012,cat05_ai_0.5pct_topright.jpg,cat05,cat05_znmd,ai_labeled,True,0.5,topright,text,none,ideogram.ai,"Three friends run with the bulls through the streets of Pamplona, Spain. A still from Zindagi Na Milegi Dobara — one of Bollywood's most-loved travel films.",@ExcelEntertainment
